,label,youtube_id,time_start,time_end,split
482557,dancing charleston,tyXGnJZvoUw,106,116,train
482619,dancing charleston,tz51v8KCxXs,157,167,train
482701,tap dancing,tzmr-AMteCE,214,224,train
482705,swing dancing,tzpVeJodMSo,43,53,train
482872,breakdancing,u0A5NIUKEQo,77,87,train
482894,dancing gangnam style,u0MJMrzR-p4,44,54,train
482919,dancing charleston,u0Sb3WvkCmU,9,19,train
482949,jumpstyle dancing,u0e6NtVR7eM,26,36,train
483026,belly dancing,u1HDNDwh7M0,103,113,train
483063,mosh pit dancing,u1UjHIU8nDo,173,183,train
483128,belly dancing,u1zHOTer67o,22,32,train
483145,jumpstyle dancing,u249PymYWXE,60,70,train
483243,breakdancing,u2k1zyh5Uec,0,10,train
483302,swing dancing,u33k3BT5jYc,158,168,train
483342,swing dancing,u3Il_Q8jsnM,4,14,train
483352,dancing ballet,u3MScgclRE8,7,17,train
483422,belly dancing,u3nB3561hzI,28,38,train
483425,salsa dancing,u3oBQIm9d1g,204,214,train
483426,jumpstyle dancing,u3oOeZG3h4s,33,43,train
483465,jumpstyle dancing,u41FO8eRv3E,698,708,train
483497,country line dancing,u4ELYn4ERcY,141,151,train
483540,square dancing,u4UudL6prpo,608,618,train
483571,dancing macarena,u4crGNsyKuE,0,10,train
483584,dancing gangnam style,u4iVu6h-uAE,8,18,train
483591,dancing ballet,u4lwg1D8NMg,169,179,train
483606,jumpstyle dancing,u4tNQHPIjIk,70,80,train
483619,robot dancing,u4zMOAbxQ_4,0,10,train
483644,belly dancing,u55i9DQnV8Y,4,14,train
483645,dancing gangnam style,u55z9mD1wYE,106,116,train
483646,dancing ballet,u56IuYP1G-Y,0,10,train
483648,tango dancing,u56bcGY2Cs0,3,13,train
483658,dancing ballet,u58jX4SCe7E,2,12,train
483700,mosh pit dancing,u5RPolT9Ius,124,134,train
483806,dancing gangnam style,u63r67bzKls,38,48,train
483813,mosh pit dancing,u663L2-8WuA,60,70,train
483883,dancing ballet,u6dLn-CfDCM,273,283,train
483958,swing dancing,u74R6MQFznw,35,45,train
484016,jumpstyle dancing,u7WslJc7mrU,85,95,train
484058,dancing gangnam style,u7jEXntIdd4,7,17,train
484115,dancing macarena,u84PDEhw7Uo,9,19,train
484178,square dancing,u8R0ShxTaBg,93,103,train
484271,tango dancing,u90-iHGb-Uo,11,21,train
484298,dancing gangnam style,u98cmIBKEpk,312,322,train
484327,salsa dancing,u9Fl1yMSwls,160,170,train
484377,robot dancing,u9adRKsFzHs,5,15,train
484429,swing dancing,u9yQVID5QTo,42,52,train
484433,square dancing,u9zjaJ-8b1Q,121,131,train
484621,dancing ballet,uArjbdBVoic,58,68,train
484626,dancing ballet,uAspX9AyBIk,4,14,train
484642,breakdancing,uAyqyu9cteo,0,10,train
484669,breakdancing,uB7h1BiceBo,100,110,train
484741,dancing gangnam style,uBY8K2ydH6s,59,69,train
484742,dancing gangnam style,uBYvXa4kUDk,89,99,train
484761,dancing gangnam style,uBe34N4MbH4,0,10,train
484792,swing dancing,uBsU-JZfShE,20,30,train
484898,country line dancing,uCd3kkqleIU,2,12,train
484910,belly dancing,uCizVblk2oI,5,15,train
484928,dancing gangnam style,uCp4lUr7mHU,100,110,train
484951,dancing ballet,uCzE9BCImWM,54,64,train
485000,mosh pit dancing,uDKeb5p2Xzg,116,126,train
485033,breakdancing,uDWzYXhl0vk,12,22,train
485037,country line dancing,uDY2tx4-MVY,6,16,train
485089,country line dancing,uDssN4AhH7g,1,11,train
485143,dancing ballet,uE5HyPiLb5I,50,60,train
485145,dancing ballet,uE5Tu9VXihk,0,10,train
485229,tap dancing,uEevKlWAdPw,0,10,train
485273,square dancing,uEx9foDMRIc,31,41,train
485290,jumpstyle dancing,uF4EB3riFDw,1,11,train
485302,swing dancing,uFC1S_5-Cd4,35,45,train
485326,dancing gangnam style,uFLdjwdGnkQ,135,145,train
485338,robot dancing,uFQScqdUIfw,35,45,train
485342,square dancing,uFS36OITvAo,131,141,train
485391,dancing charleston,uFimGU6mpoo,78,88,train
485395,tango dancing,uFl7xZxBb_8,2,12,train
485577,tap dancing,uGvIxp565VE,27,37,train
485690,jumpstyle dancing,uHdCeThEgLg,7,17,train
485692,jumpstyle dancing,uHdi4yekRWY,11,21,train
485709,country line dancing,uHo5kAfEurg,115,125,train
485730,swing dancing,uHvnCm5MQfU,24,34,train
485773,square dancing,uICGqpdmBgY,20,30,train
485847,dancing charleston,uInezlSbv18,52,62,train
485892,robot dancing,uJ6Y1jM0DbA,1,11,train
485981,dancing ballet,uJrbnwsbXsI,15,25,train
486052,tango dancing,uKLe3e_E1pY,77,87,train
486085,jumpstyle dancing,uKbxvN7D1bA,196,206,train
486166,dancing ballet,uLGSVjDBEjU,13,23,train
486203,dancing ballet,uLa-IcQ7l20,47,57,train
486204,tango dancing,uLa6qFtgvuM,15,25,train
486257,dancing charleston,uM56HWAuLDQ,73,83,train
486309,dancing gangnam style,uMQyWTFwjAY,0,10,train
486312,tap dancing,uMSqDx6ENrs,17,27,train
486330,dancing charleston,uMc2JZzUrNQ,6,16,train
486380,square dancing,uN1QhW8Nv2s,148,158,train
486418,dancing ballet,uNM-NYB2bS0,879,889,train
486501,dancing charleston,uNw_1-k4m0c,0,10,train
486584,salsa dancing,uOgusNANReQ,18,28,train
486659,tango dancing,uPGfr40bPtw,66,76,train
486768,swing dancing,uQIfvHEAot8,0,10,train
486865,country line dancing,uRAMMKgs6vE,159,169,train
486898,country line dancing,uROlVKQ3CeE,27,37,train
486909,jumpstyle dancing,uRSYreiMJr8,34,44,train
486973,dancing charleston,uRsQRIamDaY,67,77,train
487045,dancing ballet,uSXxGA1EGpU,174,184,train
487057,swing dancing,uSdSPBufx74,12,22,train
487116,swing dancing,uTAdxmVRCrw,318,328,train
487159,mosh pit dancing,uTdD7ZedX1U,291,301,train
487185,dancing ballet,uTpdidHjGlw,16,26,train
487343,mosh pit dancing,uVPR-reuG_8,76,86,train
487371,belly dancing,uVdPnR_Ojnc,44,54,train
487395,dancing charleston,uVw3PcA5gTg,52,62,train
487403,salsa dancing,uW-kckNnEsI,12,22,train
487455,dancing charleston,uWPB2Aob_14,3,13,train
487473,dancing gangnam style,uWfqPv7chBk,48,58,train
487512,swing dancing,uX1vDU3CsnM,62,72,train
487514,dancing gangnam style,uX3sMWHr3HQ,168,178,train
487645,dancing charleston,uYMuycNeTXg,2,12,train
487658,country line dancing,uYSEXlV-MXo,157,167,train
487669,swing dancing,uYYI9WUGgok,176,186,train
487677,dancing gangnam style,uYb5Jl1ZN24,146,156,train
487683,salsa dancing,uYd9APxbof8,81,91,train
487696,dancing macarena,uYkX4ypamy4,136,146,train
487759,tango dancing,uZHGVvaN5_c,96,106,train
487839,mosh pit dancing,u_0QavcfuSo,0,10,train
488021,dancing gangnam style,uaewJWhldXE,135,145,train
488055,belly dancing,uapc8EoIcr8,68,78,train
488157,dancing gangnam style,ubOQOvyhSWs,35,45,train
488186,square dancing,ubZH5a1N13k,382,392,train
488290,breakdancing,ucF6UlV0z0o,2,12,train
488297,dancing ballet,ucGBNLJxd-E,151,161,train
488298,belly dancing,ucGEnjbaNnY,7,17,train
488333,country line dancing,ucXLCjlj3Oo,240,250,train
488361,dancing charleston,ucgVddOc3Xo,31,41,train
488373,country line dancing,ucjCwM6CwdU,23,33,train
488382,square dancing,ucpOxJOBJFk,233,243,train
488462,dancing charleston,udRzaqScwas,20,30,train
488576,dancing charleston,ueIGkXR23Mk,179,189,train
488586,robot dancing,ueMowWSeemk,8,18,train
488693,swing dancing,uf50SrvwsTM,0,10,train
488706,dancing gangnam style,ufCFtOQQUAo,120,130,train
488779,dancing macarena,ufhO133Wsqo,29,39,train
488814,dancing gangnam style,ufxTA-E0zd8,387,397,train
489034,belly dancing,uhX8rmHFLaY,116,126,train
489047,jumpstyle dancing,uhc8NrnQU0M,22,32,train
489099,belly dancing,ui2UMPXlKcA,41,51,train
489157,swing dancing,uiUi-_N746k,31,41,train
489162,swing dancing,uiY_4AYrPLY,149,159,train
489189,mosh pit dancing,uinpM-ckmac,16,26,train
489233,country line dancing,uj35TB4WiGM,34,44,train
489337,dancing gangnam style,ujvpDWa4Tkc,53,63,train
489398,dancing gangnam style,ukNZGwQ2To8,19,29,train
489571,salsa dancing,ulk_J8oauDA,77,87,train
489586,dancing ballet,ulrp0QC0Qfs,0,10,train
489622,dancing ballet,umB-AA8kaOs,39,49,train
489668,dancing gangnam style,umb-RF3PoCM,23,33,train
489675,dancing macarena,umefDRR_2Mc,0,10,train
489680,jumpstyle dancing,umgfGf0Is80,5,15,train
489760,square dancing,unU0S5J9c0Y,42,52,train
489838,country line dancing,uo8z8UtCPCA,392,402,train
489849,salsa dancing,uoEzTQhDEIE,23,33,train
489886,swing dancing,uoVcVBAGPQI,433,443,train
489933,breakdancing,uouYdiVsnLs,1,11,train
489977,dancing charleston,up6cQ0loznU,104,114,train
490101,dancing ballet,uqETmpepDf0,33,43,train
490226,salsa dancing,urHgKIjTKEA,69,79,train
490246,dancing charleston,urTMkXPjL2Y,49,59,train
490283,dancing gangnam style,urkY5Std6Ko,27,37,train
490308,breakdancing,urvuPY0es0g,59,69,train
490325,swing dancing,us2NnCiSuWY,253,263,train
490346,robot dancing,usGqxhynlNM,0,10,train
490406,country line dancing,usrtNXACrfg,25,35,train
490466,mosh pit dancing,utJdZZ7Ke_Q,19,29,train
490496,mosh pit dancing,uta8QsjTNTc,3,13,train
490505,country line dancing,utf4N8P4vH4,103,113,train
490614,dancing charleston,uuXE3MYEJpA,17,27,train
490752,country line dancing,uvcbv7jaMe8,0,10,train
490778,belly dancing,uvoBn-8AxHI,1,11,train
490885,belly dancing,uwpNxRBHA-g,168,178,train
490957,mosh pit dancing,uxalPdl8yfw,0,10,train
491007,tango dancing,uy4cyUBQd88,87,97,train
491031,country line dancing,uyRnYGmK2XM,20,30,train
491075,dancing ballet,uyrlMscJbOY,14,24,train
491138,dancing charleston,uzVT1eYZF5M,9,19,train
491198,dancing macarena,v-36ZVHE2nI,16,26,train
491218,breakdancing,v-CQGZXKYSs,0,10,train
491227,jumpstyle dancing,v-DxEru7St4,279,289,train
491247,square dancing,v-L-PJCRJdQ,17,27,train
491280,swing dancing,v-dIToUPOk0,384,394,train
491300,salsa dancing,v-onniHJZtw,193,203,train
491316,dancing charleston,v-vDQ76ieo0,43,53,train
491318,mosh pit dancing,v-vbir882jk,8,18,train
491342,tango dancing,v01QwBX_tYM,77,87,train
491437,country line dancing,v0dV8pRob-I,0,10,train
491525,tap dancing,v1EKCzloKA0,75,85,train
491532,tango dancing,v1HY1riEjFo,386,396,train
491558,dancing gangnam style,v1SiNuAwGqE,95,105,train
491559,dancing macarena,v1TK61ogSOs,27,37,train
491575,belly dancing,v1ZK3VbpYLA,263,273,train
491577,tango dancing,v1ZiR3cwn8M,10,20,train
491582,tango dancing,v1aRa-DYse4,76,86,train
491686,dancing gangnam style,v2GC2CYyLvE,1,11,train
491748,square dancing,v2iATkLpeh8,253,263,train
491753,dancing ballet,v2j7EVUDI48,264,274,train
491784,dancing charleston,v2tMYqdHmIA,93,103,train
491862,robot dancing,v3Ifw23Svt4,0,10,train
491870,jumpstyle dancing,v3LvER6iA_4,47,57,train
491913,swing dancing,v3hXUfsA0-A,71,81,train
491933,jumpstyle dancing,v3pNtLJDwks,61,71,train
491935,salsa dancing,v3qa1gfXeJg,155,165,train
492000,breakdancing,v4MQzBWJy8Y,1,11,train
492017,belly dancing,v4T_KTgTsec,325,335,train
492029,dancing gangnam style,v4X5Ew-GXaw,5,15,train
492048,belly dancing,v4fax2Yj8lQ,3,13,train
492049,square dancing,v4gB1p7EUiI,14,24,train
492070,tap dancing,v4mDrDwzY84,37,47,train
492099,belly dancing,v4xNSE-NJDs,91,101,train
492160,tap dancing,v5Mjw_dgORg,39,49,train
492176,mosh pit dancing,v5SW6YARtCo,31,41,train
492301,robot dancing,v6KHODQePeQ,343,353,train
492323,country line dancing,v6TIkT-vL2I,108,118,train
492351,dancing ballet,v6dbVFq61U0,297,307,train
492408,country line dancing,v78IMJvCxow,19,29,train
492410,dancing charleston,v78qRzor84U,49,59,train
492452,square dancing,v7MfeJSyTuM,90,100,train
492480,dancing ballet,v7UKS-6rEZE,583,593,train
492512,dancing ballet,v7hA4i1n40U,2,12,train
492515,tango dancing,v7hVn7lbdp4,12,22,train
492521,dancing ballet,v7iC7WBOCHE,24,34,train
492537,tango dancing,v7kD4IzjFbI,159,169,train
492539,tango dancing,v7kOuQzQR7w,147,157,train
492540,dancing gangnam style,v7koMFYbOXA,83,93,train
492552,dancing gangnam style,v7on-r2nV0I,2,12,train
492628,tap dancing,v8GuQ2Fmzwk,9,19,train
492630,dancing gangnam style,v8I3aKi9G3o,0,10,train
492654,tap dancing,v8RnsmdzGVs,86,96,train
492657,salsa dancing,v8SNFzvb1dE,119,129,train
492735,jumpstyle dancing,v90cmgdRvoU,53,63,train
492789,jumpstyle dancing,v9MxGcGBdy8,69,79,train
492878,belly dancing,v9w9mQx7MN4,149,159,train
492894,dancing macarena,vA-a5sE-iPI,20,30,train
492942,jumpstyle dancing,vAFHOK_Q1Oo,166,176,train
493008,dancing gangnam style,vAmWVuST-r8,32,42,train
493028,dancing macarena,vAwjYsCRk7g,34,44,train
493046,country line dancing,vB1vHZbL_IA,152,162,train
493047,dancing ballet,vB2PzLjCAMQ,23,33,train
493058,swing dancing,vB66mhIrF64,130,140,train
493105,mosh pit dancing,vBJ23xyJwbg,109,119,train
493128,swing dancing,vBUJ6e6cE6Y,37,47,train
493142,dancing gangnam style,vBXxbQKfJnI,1,11,train
493161,mosh pit dancing,vBe085KqHQs,63,73,train
493162,tap dancing,vBeVVxHf-qs,10,20,train
493225,jumpstyle dancing,vC5YxUL7XNc,72,82,train
493258,tap dancing,vCKXxfwKL18,27,37,train
493290,jumpstyle dancing,vCTdEKNgevE,0,10,train
493291,dancing gangnam style,vCTh3WUClyQ,0,10,train
493345,tango dancing,vCifsULstmQ,118,128,train
493392,jumpstyle dancing,vD1JL_3tcVQ,1,11,train
493536,breakdancing,vE5pXxbm9n8,488,498,train
493562,square dancing,vEJirIXZS7g,168,178,train
493619,swing dancing,vEdob_zdgc0,12,22,train
493628,swing dancing,vEhOKGrj_58,4,14,train
493738,robot dancing,vFSgicqa7FI,156,166,train
493752,dancing charleston,vFVfMkMR_Cg,53,63,train
493789,square dancing,vFn5HmsRHE4,228,238,train
493820,belly dancing,vFzmTp8GfuU,158,168,train
493844,dancing ballet,vG8wbLe5ic8,109,119,train
493847,breakdancing,vG96wt8_nnI,51,61,train
493865,square dancing,vGFbripuX9I,0,10,train
493873,dancing macarena,vGIM15nxWjY,21,31,train
493902,dancing charleston,vGUSLVM4jLI,4,14,train
493944,tap dancing,vGnzoOg9LDs,0,10,train
494023,swing dancing,vHHSSkppuj4,37,47,train
494052,dancing gangnam style,vHVAEqsFJfk,23,33,train
494061,dancing charleston,vHYK_fYnUZQ,46,56,train
494086,swing dancing,vHhe1HFqU6w,0,10,train
494237,tango dancing,vItw-k7pC3c,23,33,train
494241,dancing ballet,vIupW0nWLrU,139,149,train
494242,tango dancing,vIuznql-h84,12,22,train
494243,tango dancing,vIvKZnwStAI,73,83,train
494396,swing dancing,vK2VSFHemxs,70,80,train
494453,swing dancing,vKbe5oTeflg,196,206,train
494466,belly dancing,vKjgKN76_h4,53,63,train
494481,swing dancing,vKp8A3IeR9w,21,31,train
494506,belly dancing,vL-fglxTDUU,36,46,train
494621,tango dancing,vM12FHRwyN0,91,101,train
494626,tango dancing,vM2OUzFNyfs,8,18,train
494664,tap dancing,vMNDwsYLKEE,9,19,train
494689,dancing charleston,vMXO6G5a9lA,12,22,train
494697,square dancing,vMZuUjsLkkk,53,63,train
494708,tango dancing,vMcs-GD0UG8,378,388,train
494779,belly dancing,vN90ocTnpX8,255,265,train
494851,dancing ballet,vNpcPa0Z9Bo,346,356,train
495098,jumpstyle dancing,vPp0AegOxwM,96,106,train
495137,dancing gangnam style,vQD21FPe4L4,41,51,train
495287,salsa dancing,vRVn2fxfKe8,5,15,train
495334,robot dancing,vRvJbTYlmdQ,48,58,train
495351,dancing ballet,vS310XGY0sk,2,12,train
495382,dancing gangnam style,vSQ4aNwYmcI,181,191,train
495451,dancing ballet,vT42c_Kz1AY,86,96,train
495454,country line dancing,vT4ubgl5fgc,269,279,train
495457,swing dancing,vT5koVSnop4,119,129,train
495490,country line dancing,vTNKrE4gyUQ,29,39,train
495566,dancing macarena,vU6Wy0Lbp10,1,11,train
495571,dancing ballet,vU7nssnIna4,232,242,train
495651,swing dancing,vUyA5ntAaUY,109,119,train
495656,dancing charleston,vUzrDXuYF_M,96,106,train
495801,country line dancing,vW8uCO8tiQs,122,132,train
495802,dancing ballet,vW8zmnXPlKY,0,10,train
495803,tango dancing,vW9B-mARGTw,7,17,train
495837,salsa dancing,vWN3d7sEMhw,700,710,train
495908,dancing ballet,vWoOFBfLjBM,445,455,train
495941,country line dancing,vX8v5zW2xR0,60,70,train
495942,dancing gangnam style,vX8yz3TICR4,127,137,train
495956,swing dancing,vXHqECogoDc,89,99,train
495967,robot dancing,vXOamXshFTc,756,766,train
496019,dancing ballet,vY-Xyt1Zz3A,205,215,train
496020,dancing ballet,vY-Za2aSFLQ,74,84,train
496061,belly dancing,vYMqBEHJVlk,232,242,train
496173,country line dancing,vZRQGxeSTjE,68,78,train
496328,belly dancing,v_wN67rythQ,491,501,train
496490,salsa dancing,vbBkVr-BhUk,181,191,train
496537,robot dancing,vbUlcMQ3ZEo,4,14,train
496614,country line dancing,vc0JGJnDdq0,68,78,train
496639,country line dancing,vcCRJkHmKIQ,179,189,train
496640,mosh pit dancing,vcCpPv4vQFE,0,10,train
496760,dancing ballet,vcu1_qOqH3E,0,10,train
496764,tango dancing,vcuVysi3vRg,42,52,train
496772,country line dancing,vcx3b9CKrKg,211,221,train
496790,jumpstyle dancing,vd2m3mURL5M,40,50,train
496873,jumpstyle dancing,vdbD-0YLLBI,44,54,train
496940,jumpstyle dancing,ve2t8CfvFPw,7,17,train
497013,tango dancing,veaT_fh7vV8,94,104,train
497014,tango dancing,veakPcBT78s,45,55,train
497154,salsa dancing,vfZQeC82dIQ,8,18,train
497259,jumpstyle dancing,vgHaMKs9KoQ,5,15,train
497324,swing dancing,vgdepcg86to,37,47,train
497390,mosh pit dancing,vh2YfW4SRKI,2,12,train
497404,swing dancing,vh8EeLBVgf8,68,78,train
497426,dancing gangnam style,vhMiTd9JXnk,36,46,train
497467,dancing ballet,vha8hDDf7e8,26,36,train
497480,tango dancing,vhcyXodzIYw,76,86,train
497519,country line dancing,vhqBrbbkZT0,44,54,train
497606,dancing gangnam style,viRzI24mLpg,154,164,train
497646,dancing ballet,vigtkxgsn-w,63,73,train
497652,tango dancing,vihqdryACRs,1,11,train
497798,country line dancing,vjtk4Xi67EY,80,90,train
497816,belly dancing,vk2YjICUd18,34,44,train
497938,belly dancing,vkwBU6XFnj4,105,115,train
497986,dancing charleston,vlF0_KIe8ms,71,81,train
498094,tango dancing,vm4LoQqoM4M,105,115,train
498125,mosh pit dancing,vmP-X1_45BM,98,108,train
498188,belly dancing,vmwkhajXQP4,4,14,train
498192,tap dancing,vmyWoICuAOI,12,22,train
498239,dancing ballet,vnP88__3BXU,256,266,train
498370,dancing gangnam style,voXOLsbRvM8,0,10,train
498414,square dancing,voyg7h2hGO8,212,222,train
498470,breakdancing,vpWkTE9AbAE,24,34,train
498534,country line dancing,vq7SC-yXkQ0,42,52,train
498556,mosh pit dancing,vqMEVTb2L30,59,69,train
498577,square dancing,vq_TBHcwy3E,11,21,train
498578,dancing ballet,vq_cD9YWXF8,415,425,train
498636,dancing charleston,vr15xd8h6gY,17,27,train
498655,dancing ballet,vrASUc00HXg,168,178,train
498660,dancing ballet,vrB5He2r_PU,2,12,train
498667,dancing ballet,vrBpPLA0mvQ,20,30,train
498681,square dancing,vrQWGm_ma6g,305,315,train
498703,dancing gangnam style,vrdT51e48Ug,25,35,train
498731,salsa dancing,vrwKz4gvf1Y,5,15,train
498782,robot dancing,vsSlHYDspqA,33,43,train
498868,dancing charleston,vtAvNKfX4l4,149,159,train
499134,mosh pit dancing,vvvCcu6AeC8,455,465,train
499135,robot dancing,vvvl-U8loCo,67,77,train
499248,mosh pit dancing,vx9KSNCwzcA,56,66,train
499297,swing dancing,vxgvUXAvq-M,3,13,train
499319,country line dancing,vxpCm6h9rD8,42,52,train
499391,tango dancing,vyajsNsADvw,56,66,train
499425,robot dancing,vyvVarzWNCY,3,13,train
499431,salsa dancing,vz1LYlj0khE,133,143,train
499450,salsa dancing,vzDRt0ZwE9k,66,76,train
499458,country line dancing,vzGfbDbvWlw,0,10,train
499545,jumpstyle dancing,w-EMhe7II7g,119,129,train
499567,swing dancing,w-PfYRgTE7I,4,14,train
499574,swing dancing,w-QaAtRRkZA,125,135,train
499576,dancing ballet,w-QvYRlzgYw,15,25,train
499589,dancing gangnam style,w-X4Z4YNkVI,79,89,train
499597,robot dancing,w-YLTCNk7K8,246,256,train
499678,dancing gangnam style,w0221jczh64,13,23,train
499700,swing dancing,w0B7-cs3ZGc,684,694,train
499763,dancing ballet,w0f87cSJCjA,30,40,train
499764,breakdancing,w0fG9zXMII0,92,102,train
499832,breakdancing,w1C5FvmJ2k8,7,17,train
499834,belly dancing,w1CkWlpmD4Q,136,146,train
499858,dancing gangnam style,w1MmTn6a_M8,57,67,train
499954,robot dancing,w21qRVcnvCE,35,45,train
499968,breakdancing,w28nw9un5oM,59,69,train
500036,dancing charleston,w2aZFbDLWhs,58,68,train
500071,country line dancing,w2tTWFg9DR4,52,62,train
500123,country line dancing,w3FXmil1FTs,17,27,train
500154,jumpstyle dancing,w3ScUdwKQd0,24,34,train
500187,dancing charleston,w3h9_-ECM-c,0,10,train
500235,dancing charleston,w43sbWkG1vE,0,10,train
500274,salsa dancing,w4Hzzwx4fEI,125,135,train
500317,jumpstyle dancing,w4Y48bb17-4,12,22,train
500353,tap dancing,w4iSDvhKhkg,38,48,train
500396,dancing charleston,w4z6lxAYpRs,173,183,train
500492,country line dancing,w5XyBivXaBk,7,17,train
500499,square dancing,w5ZnakU64T0,25,35,train
500562,robot dancing,w5vjfVsF9sg,86,96,train
500595,belly dancing,w6Db70rfiZw,0,10,train
500663,dancing charleston,w6foWnwvreY,160,170,train
500789,salsa dancing,w7QP3fPjKnA,50,60,train
500802,country line dancing,w7VDI5GrPUE,36,46,train
500841,robot dancing,w7iRS6FV7FE,90,100,train
500900,belly dancing,w82qdfGZCQ0,246,256,train
500908,dancing gangnam style,w88aD3U46ks,4,14,train
500920,swing dancing,w8CfCsnTa58,12,22,train
501097,mosh pit dancing,w9M86NaU3oE,29,39,train
501182,tap dancing,w9uTzDVx06Q,34,44,train
501184,dancing charleston,w9vj58zJN34,57,67,train
501204,swing dancing,wA2nd8Xdluc,40,50,train
501230,mosh pit dancing,wAHZdmaLbk0,16,26,train
501257,dancing macarena,wAQDSvIAGiQ,93,103,train
501270,tap dancing,wAU-VsE6aKE,19,29,train
501271,swing dancing,wAVONOVaFgw,101,111,train
501295,country line dancing,wAd9nrSATLg,97,107,train
501377,dancing charleston,wBDDNUpgwuY,33,43,train
501414,breakdancing,wBR5cg3HHNg,0,10,train
501603,swing dancing,wCvIkX8-y40,0,10,train
501707,breakdancing,wDVEinAH85o,21,31,train
501724,salsa dancing,wDbjXMpVKZs,94,104,train
501786,swing dancing,wE528f4rIbE,30,40,train
501828,dancing gangnam style,wEOOlpGM3Ho,0,10,train
501890,dancing ballet,wEi8APIo7A4,392,402,train
501941,dancing macarena,wF1Y-0BUrfc,3,13,train
501996,robot dancing,wFJYegzW1_I,3,13,train
502026,mosh pit dancing,wFVByNMThVY,8,18,train
502030,square dancing,wFWLijCaL7M,45,55,train
502052,mosh pit dancing,wFgky4tqX8g,1,11,train
502133,robot dancing,wGGOlzNpTYU,60,70,train
502141,swing dancing,wGL4kyDII-k,0,10,train
502179,tap dancing,wGcq9cUby6A,52,62,train
502183,square dancing,wGdwL0H9mjo,10,20,train
502224,square dancing,wGwVDCoUzoY,43,53,train
502251,square dancing,wH69rwe72ko,104,114,train
502255,robot dancing,wH7iaTWbHdk,8,18,train
502256,dancing charleston,wH8KwImbJAo,67,77,train
502507,dancing gangnam style,wIanLOxc8OU,198,208,train
502562,tap dancing,wJ-4Gq6xbQc,0,10,train
502639,breakdancing,wJe-qfhriNk,12,22,train
502847,swing dancing,wL8u-Pw3iGc,94,104,train
502902,square dancing,wLZunj39JjQ,20,30,train
502933,dancing charleston,wLl8gb4k-wQ,60,70,train
502983,dancing charleston,wMBgQyEVz0Q,8,18,train
503078,square dancing,wMun30OLdxg,18,28,train
503171,dancing macarena,wNeQIOmiHH4,3,13,train
503250,tango dancing,wONvIGXalNw,18,28,train
503442,square dancing,wPxSxV5ZJbE,118,128,train
503455,dancing charleston,wQ2llSF0_T4,53,63,train
503485,square dancing,wQP4bfq07j8,10,20,train
503517,swing dancing,wQdc1MmlLOE,143,153,train
503552,dancing ballet,wQwmYnOCliI,3,13,train
503689,dancing gangnam style,wSMTo11C7AQ,128,138,train
503749,belly dancing,wStqWQppIQw,0,10,train
503820,belly dancing,wTNfwq48z0k,646,656,train
503848,dancing charleston,wTXUkTCIapk,170,180,train
503939,swing dancing,wUBCTAoEplU,17,27,train
504082,dancing ballet,wVSE2E1aVZ8,40,50,train
504093,belly dancing,wVZ85U_dgNs,202,212,train
504252,dancing gangnam style,wX6bc4lklJI,65,75,train
504258,dancing ballet,wX9Q9QoiYgk,5,15,train
504350,breakdancing,wXzkg2hr320,16,26,train
504368,jumpstyle dancing,wYA7C8syl2E,1,11,train
504454,tango dancing,wZ4rXU3hOzQ,9,19,train
504458,dancing ballet,wZ5gyu-fWNQ,17,27,train
504478,dancing gangnam style,wZMi90YYYOc,75,85,train
504518,dancing ballet,wZx7Kf-J8OY,30,40,train
504542,square dancing,w_4kiBU3W-M,105,115,train
504592,mosh pit dancing,w_XgpKe1cq0,15,25,train
504598,tango dancing,w_Z8QaP3r64,4,14,train
504605,dancing ballet,w_aEbEqpLdc,854,864,train
504625,belly dancing,w_gNUMoKEko,70,80,train
504675,country line dancing,wa6Z0NTcEeA,2,12,train
504692,belly dancing,waD1QltpA98,14,24,train
504832,salsa dancing,wb35M43Kcds,18,28,train
504839,square dancing,wb5UAfwwXgI,40,50,train
504856,dancing gangnam style,wbCviAzjxP8,2,12,train
504870,tango dancing,wbIqFD1o3Q4,7,17,train
504875,country line dancing,wbKjO1vY8y8,96,106,train
504882,swing dancing,wbOD_G3ttgU,107,117,train
504934,country line dancing,wbqD_clYXzM,18,28,train
504955,robot dancing,wbwyjN9ZRRA,27,37,train
505006,tango dancing,wcPlsLJiZos,14,24,train
505008,belly dancing,wcPrr2yWm3s,93,103,train
505053,mosh pit dancing,wcg7kqvQCjk,193,203,train
505089,dancing charleston,wcvxmI85804,112,122,train
505097,square dancing,wczZsDVOKhM,251,261,train
505168,jumpstyle dancing,wdRTCRmH0pw,95,105,train
505326,dancing ballet,weG5mGcPHCc,55,65,train
505331,belly dancing,weGz0p-SFLk,286,296,train
505334,tango dancing,weHTArZT0zc,284,294,train
505335,tango dancing,weHTfidNntA,3,13,train
505385,tap dancing,we_XCWFqaq0,64,74,train
505393,dancing gangnam style,webh5McgA_k,40,50,train
505431,dancing charleston,weptH5-RCjc,101,111,train
505432,tango dancing,wepxqfmwBkY,12,22,train
505495,dancing charleston,wfMmSeT6gYU,214,224,train
505682,swing dancing,wgglaGqgkVo,174,184,train
505683,jumpstyle dancing,wghCjO1UVJM,103,113,train
505731,dancing ballet,wh2pUuhAroA,3,13,train
505775,robot dancing,whSI8NtmX8I,8,18,train
